dataset,country_code,country,series,sector_code,unit,theme,period,value
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2018-09,5706260.008500001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2018-10,5721783.2032
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2018-11,5741969.2524999995
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2018-12,5747439.925500001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-01,5752209.173599999
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-02,5756134.9567
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-03,5776656.4691
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-04,5790202.380700001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-05,5798097.0724
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-06,5830655.0747
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-07,5849699.490200001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-08,5864622.728800001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-09,5882371.9775
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-10,5900086.083499998
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-11,5922912.260199999
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2019-12,5937541.8447
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-01,5953669.409700001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-02,5966456.2526
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-03,5957736.9509
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-04,5949196.9269
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-05,5970831.571800001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-06,6001120.0316
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-07,6022180.374500001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-08,6032208.5611
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-09,6071205.6579
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-10,6095716.784899999
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-11,6118522.067600001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2020-12,6139464.826
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-01,6144260.6869
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-02,6154610.7653
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-03,6181879.0772
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-04,6194846.782
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-05,6219878.756799999
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-06,6261421.819100001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-07,6284783.1013
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-08,6298213.3209
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-09,6321042.380700001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-10,6344176.088400001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-11,6378927.2420000015
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2021-12,6380384.068400001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-01,6421393.198
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-02,6430528.7887
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-03,6461331.1094
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-04,6477675.2491
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-05,6511799.5605999995
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-06,6561060.3345
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-07,6584322.7186
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-08,6597064.5475
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-09,6618340.582300001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-10,6628950.4671
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-11,6645488.1562
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2022-12,6639554.9026999995
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-01,6649220.06370261
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-02,6646853.151734349
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-03,6655499.98721548
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-04,6652508.932625069
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-05,6622528.38282547
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-06,6642748.93419589
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-07,6638143.685450889
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-08,6635014.728052321
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-09,6639839.99923814
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-10,6651212.78633067
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-11,6669284.510238401
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2023-12,6655118.4429777
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-01,6626220.45821439
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-02,6621780.30970713
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-03,6629773.959265979
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-04,6628969.349845751
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-05,6629089.67784077
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-06,6648356.63714795
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-07,6651155.64533455
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-08,6653316.034150541
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-09,6664779.75030348
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-10,6667881.8771442305
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-11,6688962.497582001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2024-12,6686779.393762001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-01,6688822.869979001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-02,6695813.288856
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-03,6710496.279728001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-04,6727112.754225001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-05,6741001.210447
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-06,6772877.155596001
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-07,6785610.102317
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-08,6792544.289768
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-09,6816261.787384002
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-10,6825530.666145999
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-11,6852622.772086
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2025-12,6861418.458382
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2026-01,6890371.859328
BSI,U2,Euro area,Household loans — outstanding,HH_total,EUR,"Money, credit & banking",2026-02,6900249.167101
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-01,9.004675856250621
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-02,9.330436263292352
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-03,9.473402621598726
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-04,9.501058678344299
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-05,9.110246556253653
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-06,8.635917669108139
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-07,8.049204904181039
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-08,8.02438062950901
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-09,7.796719347728764
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-10,7.827579551912822
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-11,7.320339693944233
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2000-12,7.263568078929894
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-01,7.203017069494666
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-02,6.855544805405711
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-03,6.477696486895468
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-04,6.575638556040531
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-05,6.434112373083578
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-06,6.246454268741375
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-07,6.320088333437024
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-08,6.121245443379841
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-09,5.995891540656917
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-10,5.822770266360511
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-11,5.880401317417072
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2001-12,5.270283768584649
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-01,5.3288412614987735
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-02,5.395368286033775
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-03,5.301176799858909
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-04,5.458634619346259
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-05,5.586537445186179
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-06,5.58238274985694
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-07,5.531258626489399
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-08,5.79135348711044
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-09,5.824530088303859
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-10,5.653610535691822
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-11,5.653724131851123
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2002-12,5.823657039335695
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-01,5.618229669215835
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-02,5.993190551276384
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-03,5.9897125607388135
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-04,5.5959721430822285
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-05,5.622568213754819
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-06,5.646503112696077
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-07,6.015651181458037
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-08,5.901236041967328
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-09,5.789078179805873
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-10,5.903027422737206
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-11,5.977563157699639
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2003-12,6.361718935613658
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-01,6.42029968642579
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-02,6.338050416656116
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-03,6.609839902080461
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-04,6.841144214614814
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-05,6.900643103435011
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-06,7.2167397921589105
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-07,7.224075442811051
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-08,7.368239115580111
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-09,7.654754604816616
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-10,7.699172329831483
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-11,7.834298127212991
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2004-12,7.805913598845882
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-01,8.04423474365974
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-02,8.036295841604414
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-03,7.916980521718964
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-04,7.9298083023796595
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-05,8.130052886699035
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-06,8.324261096891107
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-07,8.501991353943005
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-08,8.639481316069686
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-09,8.596772108856321
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-10,8.900114830260542
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-11,9.072321088689893
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2005-12,9.346331847860778
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-01,9.41480771748886
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-02,9.45902382881818
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-03,9.738905162341238
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-04,9.757644857030456
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-05,9.746374164455895
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-06,9.592808042187585
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-07,9.436950738974282
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-08,9.13636927073307
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-09,9.09926486459467
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-10,8.641908217082307
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-11,8.64134803622536
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2006-12,8.234025705895087
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-01,8.075365726224426
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-02,8.101099364823593
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-03,7.915824277592076
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-04,7.5622432998663225
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-05,7.397861916518966
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-06,7.143936546255825
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-07,6.9394076403001215
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-08,6.9348700958643095
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-09,6.714196589240506
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-10,6.6928302875725265
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-11,6.47079272076263
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2007-12,6.135832379362927
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-01,5.957211801326245
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-02,5.843052260924764
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-03,5.352885568920662
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-04,5.182983151351994
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-05,4.8490268731896435
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-06,4.158051260367701
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-07,3.9793100615310717
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-08,3.824121054026386
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-09,3.802144637882554
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-10,3.2142291524238864
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-11,2.453600828100444
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2008-12,1.6563800474262091
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-01,1.1545525699521386
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-02,0.6667946782721534
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-03,0.37179672817684306
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-04,0.02254140374609026
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-05,-0.1559582872582066
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-06,0.18664115158903982
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-07,-0.031382593545004056
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-08,-0.2056515616332688
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-09,-0.3298281652640678
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-10,-0.07583246185485226
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-11,0.48113891913121876
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2009-12,1.3347426796100903
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-01,1.640257638645437
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-02,1.843386017386761
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-03,2.2106610501824386
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-04,2.530087505634593
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-05,2.668232604177012
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-06,2.767720588871825
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-07,2.7594858413276135
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-08,2.8757534897091652
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-09,2.7303301713465844
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-10,2.853306433644276
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-11,2.765644334912354
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2010-12,2.944473084193966
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-01,3.122168133507852
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-02,3.04868974545498
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-03,3.371782336861928
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-04,3.3687116603093648
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-05,3.3803579033152342
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-06,3.286117384524556
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-07,2.9905241355453915
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-08,2.888598536584275
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-09,2.887671785365642
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-10,2.223516874868192
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-11,2.1130653534171318
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2011-12,1.567437654723447
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-01,1.3182648713632172
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-02,1.1581556144282912
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-03,0.6481274062141384
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-04,0.5257054356110569
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-05,0.31621716760399377
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-06,0.2544707205929253
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-07,0.20526623969356894
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-08,0.1493102914506883
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-09,0.025401384946666106
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-10,0.43723081755109305
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-11,0.433912008558468
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2012-12,0.47606837152076587
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-01,0.473595398708504
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-02,0.4843914900603652
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-03,0.4144279051430111
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-04,0.3714182131703492
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-05,0.20522352109726416
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-06,0.03247701759012678
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-07,0.05954596869004458
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-08,0.07069843082780913
BSI,U2,Euro area,Household loans — growth rate,HH_growth,PCT,"Money, credit & banking",2013-09,0.1404946046581701
