dataset,country_code,country,series,sector_code,unit,theme,period,value
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2003-07,3.93
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2003-08,3.97
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2003-09,3.93
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2003-10,3.93
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2003-11,3.88
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2003-12,3.92
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-01,3.91
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-02,3.88
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-03,3.82
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-04,3.83
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-05,3.85
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-06,3.82
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-07,3.84
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-08,3.82
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-09,3.85
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-10,3.83
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-11,3.8
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2004-12,3.78
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-01,3.8
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-02,3.8
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-03,3.79
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-04,3.75
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-05,3.71
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-06,3.66
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-07,3.66
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-08,3.67
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-09,3.66
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-10,3.67
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-11,3.77
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2005-12,3.83
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-01,3.87
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-02,3.95
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-03,4.08
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-04,4.14
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-05,4.19
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-06,4.29
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-07,4.39
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-08,4.5
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-09,4.54
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-10,4.7
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-11,4.79
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2006-12,4.89
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-01,4.91
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-02,4.99
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-03,5.1
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-04,5.15
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-05,5.17
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-06,5.3
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-07,5.34
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-08,5.45
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-09,5.63
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-10,5.57
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-11,5.57
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2007-12,5.73
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-01,5.59
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-02,5.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-03,5.62
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-04,5.71
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-05,5.72
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-06,5.8
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-07,5.89
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-08,5.88
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-09,6.03
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-10,6.01
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-11,5.46
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2008-12,4.92
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-01,4.24
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-02,3.88
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-03,3.62
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-04,3.32
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-05,3.27
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-06,3.26
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-07,3.07
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-08,2.98
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-09,2.87
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-10,2.89
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-11,2.93
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2009-12,2.85
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-01,2.78
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-02,2.77
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-03,2.75
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-04,2.76
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-05,2.74
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-06,2.84
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-07,2.88
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-08,2.94
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-09,2.94
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-10,3.01
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-11,3.07
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2010-12,3.13
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-01,3.13
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-02,3.26
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-03,3.29
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-04,3.45
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-05,3.44
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-06,3.54
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-07,3.6
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-08,3.6
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-09,3.61
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-10,3.7
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-11,3.64
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2011-12,3.72
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-01,3.54
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-02,3.47
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-03,3.36
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-04,3.35
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-05,3.33
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-06,3.28
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-07,3.17
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-08,3.05
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-09,3.03
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-10,3.04
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-11,3.02
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2012-12,3.02
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-01,3.02
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-02,2.99
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-03,2.98
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-04,3.03
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-05,2.99
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-06,2.92
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-07,2.99
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-08,2.93
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-09,2.94
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-10,3.02
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-11,2.99
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2013-12,2.95
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-01,2.99
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-02,2.98
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-03,3.01
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-04,3.0
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-05,2.94
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-06,2.83
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-07,2.79
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-08,2.71
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-09,2.68
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-10,2.59
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-11,2.51
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2014-12,2.45
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-01,2.45
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-02,2.38
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-03,2.37
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-04,2.35
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-05,2.27
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-06,2.25
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-07,2.18
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-08,2.16
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-09,2.23
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-10,2.16
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-11,2.14
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2015-12,2.1
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-01,2.11
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-02,2.03
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-03,2.05
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-04,2.01
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-05,1.92
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-06,1.9
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-07,1.87
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-08,1.84
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-09,1.86
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-10,1.84
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-11,1.83
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2016-12,1.81
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-01,1.79
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-02,1.77
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-03,1.83
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-04,1.82
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-05,1.76
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-06,1.76
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-07,1.74
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-08,1.75
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-09,1.73
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-10,1.73
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-11,1.72
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2017-12,1.71
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-01,1.65
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-02,1.71
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-03,1.73
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-04,1.7
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-05,1.62
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-06,1.68
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-07,1.63
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-08,1.63
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-09,1.65
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-10,1.64
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-11,1.66
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2018-12,1.64
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-01,1.63
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-02,1.65
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-03,1.65
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-04,1.62
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-05,1.57
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-06,1.55
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-07,1.57
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-08,1.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-09,1.54
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-10,1.56
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-11,1.55
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2019-12,1.56
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-01,1.55
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-02,1.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-03,1.46
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-04,1.47
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-05,1.46
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-06,1.5
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-07,1.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-08,1.51
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-09,1.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-10,1.54
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-11,1.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2020-12,1.51
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-01,1.5
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-02,1.49
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-03,1.4
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-04,1.56
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-05,1.47
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-06,1.47
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-07,1.48
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-08,1.44
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-09,1.49
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-10,1.44
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-11,1.39
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2021-12,1.36
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-01,1.43
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-02,1.42
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-03,1.49
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-04,1.51
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-05,1.55
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-06,1.83
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-07,1.79
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-08,1.87
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-09,2.4
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-10,2.72
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-11,3.11
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2022-12,3.41
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-01,3.64
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-02,3.86
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-03,4.22
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-04,4.39
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-05,4.58
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-06,4.78
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-07,4.95
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-08,5.01
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-09,5.11
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-10,5.28
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-11,5.25
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2023-12,5.24
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-01,5.19
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-02,5.16
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-03,5.2
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-04,5.2
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-05,5.12
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-06,5.08
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-07,5.06
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-08,5.01
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-09,4.8
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-10,4.67
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-11,4.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2024-12,4.36
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-01,4.25
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-02,4.11
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-03,3.94
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-04,3.8
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-05,3.66
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-06,3.6
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-07,3.52
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-08,3.46
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-09,3.5
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-10,3.51
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-11,3.5
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2025-12,3.57
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2026-01,3.57
MIR,U2,Euro area,NFC lending rate — new business,NFC_rate_new,PCT,Interest rates,2026-02,3.51
MIR,U2,Euro area,Household mortgage rate — new business,HH_mortgage_new,PCT,Interest rates,2003-01,4.81
